,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
1373,二十一世纪花园一期新装修套二不临街,https://cd.ke.com/ershoufang/20010817710100145388.html,二十一世纪花园一期,https://cd.ke.com/xiaoqu/1620020601436326/,136.0,15670,高楼层(共7层),2003年建,2室1厅,86.79平米,西东,78,2月前发布
1374,标准套一客厅带飘窗满两年采光好,https://cd.ke.com/ershoufang/20010817710100146795.html,蓝光SOFA社区,https://cd.ke.com/xiaoqu/1611048335846/,102.0,20681.3,高楼层(共20层),2011年建,1室1厅,49.32平米,东,1,2月前发布
1375,满两年，带阳台，采光好，户型通透，标准套二,https://cd.ke.com/ershoufang/20010817710100148651.html,清水河畔,https://cd.ke.com/xiaoqu/1611041558279/,123.0,15860.7,中楼层(共23层),2008年建,2室2厅,77.55平米,东,2,2月前发布
1376,瑞联路49号优质套一简单装修，不临街，居住方便。,https://cd.ke.com/ershoufang/20010817710100139778.html,瑞联路49号,https://cd.ke.com/xiaoqu/1611043146035/,65.0,13382.7,低楼层(共5层),1965年建,1室1厅,48.57平米,南北,21,2月前发布
1377,该房为精装修套二户型房子视野好无遮挡可以入住,https://cd.ke.com/ershoufang/20010817710100139443.html,城置尚豪庭,https://cd.ke.com/xiaoqu/3011053886340/,178.0,21150.2,中楼层(共26层),2014年建,2室1厅,84.16平米,东,7,2月前发布
1378,人民公园旁电梯小高层水电气三通,https://cd.ke.com/ershoufang/20010817710100139055.html,毕加索小屋,https://cd.ke.com/xiaoqu/3011053899400/,74.0,21771.1,中楼层(共8层),2004年建,1室0厅,33.99平米,东南东,0,2月前发布
1379,石人巷6号装修保养很好标准套三房东自住,https://cd.ke.com/ershoufang/20010817710100138328.html,石人巷6号,https://cd.ke.com/xiaoqu/3011056036727/,125.0,12327.4,中楼层(共7层),1997年建,3室2厅,101.4平米,南,36,2月前发布
1380,人民公园旁标准套三双卫的电梯房,https://cd.ke.com/ershoufang/20010817710100137682.html,旭和倾城一期,https://cd.ke.com/xiaoqu/1611059915579/,380.0,31226.9,低楼层(共29层),2014年建,3室2厅,121.69平米,东南,6,2月前发布
1381,金沙遗址旁，套三双卫，户型方正。,https://cd.ke.com/ershoufang/20010817710100136825.html,锦花苑(青羊),https://cd.ke.com/xiaoqu/1611041922552/,166.0,14391,低楼层(共7层),2001年建,3室1厅,115.35平米,南,5,2月前发布
1382,三环内青羊区套二带阳台+有装修,https://cd.ke.com/ershoufang/20010817710100136570.html,贝森园,https://cd.ke.com/xiaoqu/1611041814172/,98.0,11726.7,中楼层(共7层),2000年建,2室2厅,83.57平米,东南,14,2月前发布
1383,清水河畔1室0厅南,https://cd.ke.com/ershoufang/20010817710100135843.html,清水河畔,https://cd.ke.com/xiaoqu/1611041558279/,9.5,3893.4,地下室(共1层),2008年建,1室0厅,24.4平米,南,0,2月前发布
1384,房子户型方正，居家装修，采光充足，楼层合适,https://cd.ke.com/ershoufang/20010817710100133548.html,生活立方,https://cd.ke.com/xiaoqu/1611041806081/,128.0,22853.1,中楼层(共11层),2003年建,1室1厅,56.01平米,西,16,2月前发布
1385,东小标准套二看房提前预约户型方正,https://cd.ke.com/ershoufang/20010817710100131664.html,凤栖桐,https://cd.ke.com/xiaoqu/3011054833607/,185.0,24503.3,低楼层(共32层),2011年建,2室1厅,75.5平米,东南,10,2月前发布
1386,保利金香槟3室2厅东北,https://cd.ke.com/ershoufang/20010817710100129687.html,保利金香槟,https://cd.ke.com/xiaoqu/1611043451443/,265.0,23886.8,低楼层(共18层),2012年建,3室2厅,110.94平米,东北,22,2月前发布
1387,金沙西园电梯标准大套一对中庭采光好拎包入住,https://cd.ke.com/ershoufang/20010817710100124875.html,金沙西园三期,https://cd.ke.com/xiaoqu/1611041585570/,80.0,12911.6,中楼层(共9层),2006年建,1室1厅,61.96平米,西南,79,2月前发布
1388,紫云金沙2室2厅南,https://cd.ke.com/ershoufang/20010817710100124558.html,紫云金沙,https://cd.ke.com/xiaoqu/1611041597991/,185.0,20212,低楼层(共31层),2006年建,2室2厅,91.53平米,南,6,2月前发布
1389,罗马国际户型落地窗套一视野好采光好,https://cd.ke.com/ershoufang/20010817710100123333.html,罗马国际,https://cd.ke.com/xiaoqu/1611059485993/,120.0,18168.1,中楼层(共20层),2006年建,1室1厅,66.05平米,南,5,2月前发布
1390,牧电路12号小区套一改套二低楼层不临街,https://cd.ke.com/ershoufang/20010817710100121948.html,牧电路12号,https://cd.ke.com/xiaoqu/3011056038233/,68.0,14847.2,低楼层(共7层),1996年建,2室1厅,45.8平米,西,9,2月前发布
1391,青羊区0.5环，小套二，65万，配套成熟,https://cd.ke.com/ershoufang/20010817710100121171.html,狮子巷56号,https://cd.ke.com/xiaoqu/1620020728311385/,65.0,10035.5,高楼层(共6层),1992年建,2室1厅,64.77平米,东北,41,2月前发布
1392,浣花南路小区标准套二安静宜居采光充足,https://cd.ke.com/ershoufang/20010817710100110170.html,浣花南路218号,https://cd.ke.com/xiaoqu/1611058725216/,225.0,27964.2,中楼层(共5层),2000年建,2室2厅,80.46平米,西南,8,2月前发布
1393,竹韵菁华标准套一简单装修低楼层,https://cd.ke.com/ershoufang/20010817710100111455.html,竹韵菁华,https://cd.ke.com/xiaoqu/1611060146640/,80.0,15281.8,低楼层(共7层),2000年建,1室1厅,52.35平米,东,6,2月前发布
1394,环境不错，无物业费业主很诚心出售，房子是多余房产,https://cd.ke.com/ershoufang/20010817710100108613.html,心愿花园一期,https://cd.ke.com/xiaoqu/1620029787332492/,70.0,8734.7,中楼层(共6层)2室1厅,,2室1厅,80.14平米,东,42,2月前发布
1395,米兰香洲1室0厅南,https://cd.ke.com/ershoufang/20010817710100108172.html,米兰香洲,https://cd.ke.com/xiaoqu/1611041559442/,22.0,7182.5,地下室(共1层)1室0厅,,1室0厅,30.63平米,南,0,2月前发布
1396,锦绣光华标准套二对中庭不临街,https://cd.ke.com/ershoufang/20010817710100103744.html,锦绣光华,https://cd.ke.com/xiaoqu/1611041618340/,122.0,14034.3,高楼层(共20层),2010年建,2室1厅,86.93平米,东南,17,2月前发布
1397,四道街户型方正，采光好，环境安静不临街。,https://cd.ke.com/ershoufang/20010817710100101219.html,四道街1号,https://cd.ke.com/xiaoqu/1611100284194/,118.0,19224.5,中楼层(共7层),1992年建,2室1厅,61.38平米,东西,48,2月前发布
1398,光华锦苑套三双卫户型方正，采光充足，清水房,https://cd.ke.com/ershoufang/20010817710100100356.html,光华锦苑,https://cd.ke.com/xiaoqu/1611047819274/,284.5,21737.5,高楼层(共21层),2013年建,3室1厅,130.88平米,东西,9,2月前发布
1399,该房为标间户型水电气三通带生活阳台采光无遮挡,https://cd.ke.com/ershoufang/20010717710100191265.html,时代印象,https://cd.ke.com/xiaoqu/1611058978088/,70.0,15340.8,中楼层(共14层),2005年建,1室0厅,45.63平米,东南,0,2月前发布
1400,天府广场.人民公园旁套三低楼层出售,https://cd.ke.com/ershoufang/20010717710100187857.html,包家巷80号,https://cd.ke.com/xiaoqu/3011052291088/,320.0,23726.6,低楼层(共7层),1998年建,3室2厅,134.87平米,南,4,2月前发布
1401,城西2.5环电梯一梯两户套三出售,https://cd.ke.com/ershoufang/20010717710100187520.html,水木光华,https://cd.ke.com/xiaoqu/1611041807591/,248.0,20367.9,高楼层(共11层),2004年建,3室2厅,121.76平米,东西,4,2月前发布
1402,中大君悦金沙一二期3室1厅东南,https://cd.ke.com/ershoufang/20010717710100186585.html,中大君悦金沙一二期,https://cd.ke.com/xiaoqu/1611041740641/,355.0,26480.7,低楼层(共18层),2008年建,3室1厅,134.06平米,东南,0,2月前发布
1403,2000年的小区房无遮挡采光好,https://cd.ke.com/ershoufang/20010717710100177182.html,槐树街2号,https://cd.ke.com/xiaoqu/1611099871436/,230.0,20596.4,中楼层(共8层),2000年建,2室2厅,111.67平米,东南,2,2月前发布
1404,西城家园标准套二2000年商品房,https://cd.ke.com/ershoufang/20010717710100167474.html,西城家园(青羊),https://cd.ke.com/xiaoqu/1611042045497/,110.0,13326.9,高楼层(共5层),2000年建,2室1厅,82.54平米,南,6,2月前发布
1405,锦天国际有装修有阳台明厨明卫视野开阔,https://cd.ke.com/ershoufang/20010717710100162498.html,锦天国际,https://cd.ke.com/xiaoqu/3011053776089/,182.0,19912.5,高楼层(共32层),2009年建,2室1厅,91.4平米,南,5,2月前发布
1406,稀有带超大假山河花园装修保养良好标准套四,https://cd.ke.com/ershoufang/20010717710100161535.html,优品道一期,https://cd.ke.com/xiaoqu/1617975788973477/,600.0,34429.3,低楼层(共11层),2006年建,4室1厅,174.27平米,南,7,2月前发布
1407,青羊区美苑精装套一随时可看。,https://cd.ke.com/ershoufang/20010717710100160122.html,美苑(青羊),https://cd.ke.com/xiaoqu/1611043104297/,59.0,12100.1,低楼层(共18层),2000年建,1室1厅,48.76平米,南,91,2月前发布
1408,标准套三，户型方正，中间楼层，采光好,https://cd.ke.com/ershoufang/20010717710100158665.html,四川省社会科学院,https://cd.ke.com/xiaoqu/1611061604116/,185.0,24364.5,中楼层(共5层),1996年建,3室1厅,75.93平米,东南,60,2月前发布
1409,锦里西路现代城明厨明卫装修保养好,https://cd.ke.com/ershoufang/20010717710100156176.html,现代城人民公园,https://cd.ke.com/xiaoqu/1611041622435/,78.0,14795.1,低楼层(共23层),2004年建,1室1厅,52.72平米,东北,17,2月前发布
1410,二环内，实验旁，附件有沃尔玛，石人公园，生活方便,https://cd.ke.com/ershoufang/20010717710100155043.html,文苑路70号,https://cd.ke.com/xiaoqu/1611057623484/,72.8,13000,高楼层(共7层),1997年建,2室1厅,56平米,南,3,2月前发布
1411,新上，卧龙晓城，小套二，商圈成熟，交通方便,https://cd.ke.com/ershoufang/20010717710100153780.html,卧龙晓城,https://cd.ke.com/xiaoqu/1611042045164/,85.0,13978,中楼层(共6层),2003年建,2室1厅,60.81平米,南,46,2月前发布
1412,心灵家园清水洋房，中间楼层，坐北朝南，安静.,https://cd.ke.com/ershoufang/20010717710100153247.html,心灵家园,https://cd.ke.com/xiaoqu/1611047974363/,235.0,19849.6,中楼层(共10层),2013年建,3室2厅,118.39平米,南,35,2月前发布
1413,全中庭，不临街，采光好，户型方正,https://cd.ke.com/ershoufang/20010717710100152971.html,二十一世纪花园一期,https://cd.ke.com/xiaoqu/1620020601436326/,178.0,15060.5,中楼层(共8层),2003年建,3室2厅,118.19平米,东南,14,2月前发布
1414,凯德风尚精装套二朝南对中庭,https://cd.ke.com/ershoufang/20010717710100152833.html,凯德风尚,https://cd.ke.com/xiaoqu/1611043174238/,220.0,24622.3,低楼层(共19层),2012年建,2室1厅,89.35平米,南,10,2月前发布
1415,文殊院地铁口标准电梯套一满五唯一免个税,https://cd.ke.com/ershoufang/20010717710100146164.html,证大正府,https://cd.ke.com/xiaoqu/3011053839948/,123.0,20026.1,高楼层(共32层),2010年建,1室1厅,61.42平米,南北,2,2月前发布
1416,标准套二一梯两户位置安静交通便利,https://cd.ke.com/ershoufang/20010717710100143025.html,锦欣苑,https://cd.ke.com/xiaoqu/1611061069912/,92.0,13529.4,中楼层(共7层),1999年建,2室2厅,68平米,南,0,2月前发布
1417,户型方正套四双卫，带四个大阳台，交通便利,https://cd.ke.com/ershoufang/20010717710100138452.html,桂园,https://cd.ke.com/xiaoqu/1610748415978666/,450.0,28334,中楼层(共5层)4室2厅,,4室2厅,158.82平米,南,73,2月前发布
1418,光华杏林对中庭套一，居家装修。。,https://cd.ke.com/ershoufang/20010717710100137285.html,光华杏林,https://cd.ke.com/xiaoqu/1611041605688/,65.0,12149.5,低楼层(共21层),2010年建,1室1厅,53.5平米,东,6,2月前发布
1419,青羊区槐树街中间楼层采光好精装套二,https://cd.ke.com/ershoufang/20010717710100136920.html,槐树街39号,https://cd.ke.com/xiaoqu/1611062509334/,130.3,20000,低楼层(共7层),1990年建,2室1厅,65.15平米,东南,0,2月前发布
1420,西站旁，标准大套二业主诚心急售，看房方便,https://cd.ke.com/ershoufang/20010717710100136381.html,锦绣光华,https://cd.ke.com/xiaoqu/1611041618340/,125.0,15350.6,中楼层(共20层),2010年建,2室1厅,81.43平米,东,0,2月前发布
1421,青羊区，摸底河畔，精装小三房，3楼，不临街,https://cd.ke.com/ershoufang/20010717710100135573.html,磨底河沿街11号,https://cd.ke.com/xiaoqu/1611057710320/,83.0,14535.9,中楼层(共7层),1990年建,3室1厅,57.1平米,东南,9,2月前发布
1422,此房满五年，出行方便，户型方正，居住方便舒适。,https://cd.ke.com/ershoufang/20010717710100130078.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,465.0,31298.4,低楼层(共31层),2012年建,3室2厅,148.57平米,南北,2,2月前发布
1423,槐树街26号3室1厅南北,https://cd.ke.com/ershoufang/20010717710100127324.html,槐树街26号,https://cd.ke.com/xiaoqu/1617948221911203/,120.0,20408.2,高楼层(共7层)3室1厅,,3室1厅,58.8平米,南北,0,2月前发布
1424,中大君悦金沙一二期套三双卫带书房,https://cd.ke.com/ershoufang/20010717710100126020.html,中大君悦金沙一二期,https://cd.ke.com/xiaoqu/1611041740641/,318.0,23985.5,高楼层(共11层),2008年建,3室1厅,132.58平米,西北,21,2月前发布
1425,恒大广场+0.1环+地下车位+自用,https://cd.ke.com/ershoufang/20010717710100123435.html,恒大广场,https://cd.ke.com/xiaoqu/167512833405709/,40.0,5324.8,地下室(共层)1室0厅,,1室0厅,75.12平米,东南,1,2月前发布
1426,成都西站地铁口，套二户型通透。对中庭,https://cd.ke.com/ershoufang/20010717710100121292.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,105.0,12650.6,低楼层(共18层),2012年建,2室2厅,83平米,东,42,2月前发布
1427,户型方正，大套三刚需房，精装修，近地铁，可拎包入住,https://cd.ke.com/ershoufang/20010717710100120580.html,大地锦苑,https://cd.ke.com/xiaoqu/1611041815597/,238.0,18307.7,中楼层(共11层),2006年建,3室1厅,130平米,南,6,2月前发布
1428,省气象局新上房源，出租中，看房提前约,https://cd.ke.com/ershoufang/20010717710100119786.html,省气象局宿舍,https://cd.ke.com/xiaoqu/1611043113335/,72.0,12354.2,低楼层(共3层),1999年建,2室1厅,58.28平米,东南,5,2月前发布
1429,金地嘉年华对中庭套二满两年位置安静,https://cd.ke.com/ershoufang/20010717710100112891.html,金地嘉年华城A区,https://cd.ke.com/xiaoqu/1611047923266/,170.0,21519,中楼层(共25层),2010年建,2室1厅,79平米,南西,5,2月前发布
1430,金沙园二期1室0厅东南,https://cd.ke.com/ershoufang/20010717710100110648.html,金沙园二期,https://cd.ke.com/xiaoqu/1611041617123/,18.0,6267.4,地下室(共层)1室0厅,,1室0厅,28.72平米,东南,1,2月前发布
1431,八宝街万和苑标准套三带阳台，采光好楼下家乐福,https://cd.ke.com/ershoufang/20010717710100106730.html,万和苑,https://cd.ke.com/xiaoqu/3011053918752/,243.0,18969.6,中楼层(共29层),1999年建,3室1厅,128.1平米,东北,26,2月前发布
1432,内金沙标准套二，精装修，通透敞亮！,https://cd.ke.com/ershoufang/20010717710100106265.html,听城,https://cd.ke.com/xiaoqu/1611041809534/,215.0,25300.1,高楼层(共25层),2009年建,2室2厅,84.98平米,东南,4,2月前发布
1433,浣花溪旁电梯朝南临河套三带车位出售,https://cd.ke.com/ershoufang/20010717710100105120.html,怡馨花园A区,https://cd.ke.com/xiaoqu/1611041811113/,300.0,19510.9,高楼层(共11层),2004年建,3室2厅,153.76平米,南,7,2月前发布
1434,内金沙标准大套三，朝南对中庭，安静不临街！,https://cd.ke.com/ershoufang/20010717710100100474.html,听城,https://cd.ke.com/xiaoqu/1611041809534/,320.0,25088.2,高楼层(共25层),2009年建,3室1厅,127.55平米,东南,5,2月前发布
1435,此车位已满五年，出行方便，标准车位,https://cd.ke.com/ershoufang/20010617710100167887.html,锦天国际,https://cd.ke.com/xiaoqu/3011053776089/,25.0,5020.1,地下室(共层),2009年建,1室0厅,49.8平米,南,0,2月前发布
1436,此房已满五年，有装修，出行方便，户型方正,https://cd.ke.com/ershoufang/20010617710100167610.html,锦天国际,https://cd.ke.com/xiaoqu/3011053776089/,160.0,20103,高楼层(共32层),2009年建,2室1厅,79.59平米,西南,15,2月前发布
1437,青羊区太升南路德盛路老小区套二房东诚意出售,https://cd.ke.com/ershoufang/20010617710100166337.html,德盛路7号,https://cd.ke.com/xiaoqu/1620021308205693/,83.0,13678.3,中楼层(共7层)2室1厅,,2室1厅,60.68平米,西南,3,2月前发布
1438,房子精装修+套三+视野好+拎包入住,https://cd.ke.com/ershoufang/20010617710100164361.html,金沙鹭岛四期,https://cd.ke.com/xiaoqu/167512342934401/,250.0,28001.8,高楼层(共30层),2017年建,3室1厅,89.28平米,东南,31,2月前发布
1439,蓝光COCO金沙三期2室1厅东南,https://cd.ke.com/ershoufang/20010617710100161839.html,蓝光COCO金沙三期,https://cd.ke.com/xiaoqu/1611050190095/,113.0,21487,中楼层(共22层),2015年建,2室1厅,52.59平米,东南,19,2月前发布
1440,青森新上房源，套二公摊小，优质房源急售无按揭,https://cd.ke.com/ershoufang/20010617710100161382.html,青森小区,https://cd.ke.com/xiaoqu/1611041804208/,108.0,13333.3,低楼层(共7层),1998年建,2室1厅,81平米,东,6,2月前发布
1441,青羊区人民公园旁电梯住宅有装修,https://cd.ke.com/ershoufang/20010617710100159948.html,南桥视窗,https://cd.ke.com/xiaoqu/3011053926395/,96.0,17155.1,高楼层(共19层),2006年建,1室1厅,55.96平米,东南,4,2月前发布
1442,套二有装修户型方正朝南对中庭,https://cd.ke.com/ershoufang/20010617710100156770.html,世纪金沙,https://cd.ke.com/xiaoqu/1611041583154/,170.0,19092.5,低楼层(共24层),2009年建,2室2厅,89.04平米,南,40,2月前发布
1443,清水路苑中装套二交通便利户型方正视野开阔,https://cd.ke.com/ershoufang/20010617710100153711.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,122.0,14698.8,中楼层(共18层),2012年建,2室2厅,83平米,东南,0,2月前发布
1444,楼层好，采光充足，通透户型，业主诚心出售。,https://cd.ke.com/ershoufang/20010617710100148935.html,天合凯旋城,https://cd.ke.com/xiaoqu/1611041583632/,360.0,24161.1,高楼层(共31层),2008年建,3室2厅,149平米,西南,23,2月前发布
1445,俯瞰清水河套四视野开阔无户口无抵押,https://cd.ke.com/ershoufang/20010617710100144481.html,翠微清波A区,https://cd.ke.com/xiaoqu/1611041602744/,353.0,23669,低楼层(共18层),2008年建,4室2厅,149.14平米,西,8,2月前发布
1446,琴台路1号2室1厅南,https://cd.ke.com/ershoufang/20010617710100142163.html,琴台路1号,https://cd.ke.com/xiaoqu/1611059417881/,165.0,30504.7,低楼层(共6层)2室1厅,,2室1厅,54.09平米,南,7,2月前发布
1447,清水路苑清水套二，业主诚心出售，配套成熟,https://cd.ke.com/ershoufang/20010617710100140250.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,128.0,14386.9,高楼层(共18层),2012年建,2室2厅,88.97平米,南,0,2月前发布
1448,小户型套一，朝南对中庭，客厅带阳台,https://cd.ke.com/ershoufang/20010617710100138087.html,元益花园,https://cd.ke.com/xiaoqu/1611043140046/,73.0,18272.8,中楼层(共21层),2014年建,1室1厅,39.95平米,南,2,2月前发布
1449,内金沙，清爽装修，简约不简单，2号线羊犀立交,https://cd.ke.com/ershoufang/20010617710100137297.html,欧韵金沙,https://cd.ke.com/xiaoqu/1611049131458/,200.0,25268.5,中楼层(共18层),2013年建,2室2厅,79.15平米,东北,1,2月前发布
1450,天府广背后套三户型简单装修,https://cd.ke.com/ershoufang/20010617710100137016.html,人民中路一段5号,https://cd.ke.com/xiaoqu/3011052264362/,225.0,28905.4,高楼层(共6层),1989年建,3室1厅,77.84平米,南,30,2月前发布
1451,金沙愉景二期4室1厅东南,https://cd.ke.com/ershoufang/20010617710100134876.html,金沙愉景二期,https://cd.ke.com/xiaoqu/1611041585240/,280.0,20807,低楼层(共18层),2009年建,4室1厅,134.57平米,东南,0,2月前发布
1452,中大君悦金沙一二期4室2厅东南,https://cd.ke.com/ershoufang/20010617710100133272.html,中大君悦金沙一二期,https://cd.ke.com/xiaoqu/1611041740641/,350.0,14279.3,低楼层(共18层),2008年建,4室2厅,245.11平米,东南,14,2月前发布
1453,电梯套三，满二年，对中庭，采光好，带装修。,https://cd.ke.com/ershoufang/20010617710100132217.html,蔚蓝天地二期,https://cd.ke.com/xiaoqu/1611041920925/,192.0,17065.1,中楼层(共11层),2002年建,3室2厅,112.51平米,北,34,2月前发布
1454,地铁中坝站蓝光品质标准套二居家装修,https://cd.ke.com/ershoufang/20010617710100131646.html,蓝光SOFA社区,https://cd.ke.com/xiaoqu/1611048335846/,152.0,19968.5,低楼层(共20层),2011年建,2室1厅,76.12平米,北,7,2月前发布
1455,培风80号青年教师公寓标准套一,https://cd.ke.com/ershoufang/20010617710100130770.html,培风小区80号,https://cd.ke.com/xiaoqu/1611041578057/,72.0,11734,中楼层(共11层),2000年建,1室1厅,61.36平米,东,4,2月前发布
1456,西南财大麦德龙旁，小区中庭电梯套三双卫,https://cd.ke.com/ershoufang/20010617710100125575.html,蔚蓝天地二期,https://cd.ke.com/xiaoqu/1611041920925/,218.0,16982.2,中楼层(共11层),2002年建,3室2厅,128.37平米,南,45,2月前发布
1457,青羊区石人公园旁套二中间楼层,https://cd.ke.com/ershoufang/20010617710100123080.html,石人西路28号,https://cd.ke.com/xiaoqu/3011052386802/,70.0,13766,中楼层(共7层),1995年建,2室1厅,50.85平米,南,0,2月前发布
1458,二十一世纪花园新上套三双卫，中间楼层采光好,https://cd.ke.com/ershoufang/20010617710100118253.html,二十一世纪花园一期,https://cd.ke.com/xiaoqu/1620020601436326/,230.0,19433.9,中楼层(共8层),2003年建,3室2厅,118.35平米,西,3,2月前发布
1459,博瑞都市花园1楼带花园，不临街,https://cd.ke.com/ershoufang/20010617710100111039.html,博瑞都市花园,https://cd.ke.com/xiaoqu/1611043156602/,350.0,26908.6,低楼层(共6层),2004年建,3室2厅,130.07平米,南北,16,2月前发布
1460,单位房，标准套四，户型方正，中间楼层,https://cd.ke.com/ershoufang/20010617710100110426.html,青华北一街4号,https://cd.ke.com/xiaoqu/1611058722043/,180.0,13988.2,中楼层(共7层),2000年建,4室2厅,128.68平米,南,81,2月前发布
1461,万和苑2室2厅东,https://cd.ke.com/ershoufang/20010617710100108823.html,万和苑,https://cd.ke.com/xiaoqu/3011053918752/,230.0,20951,高楼层(共31层),1999年建,2室2厅,109.78平米,东,13,2月前发布
1462,2梯4户，高层楼视野开阔，客厅卧室朝南看河。,https://cd.ke.com/ershoufang/20010617710100106638.html,国嘉华庭,https://cd.ke.com/xiaoqu/1611042971234/,263.0,19693,高楼层(共33层),2002年建,3室1厅,133.55平米,南,39,2月前发布
1463,同善桥东街8号简单装修视野开阔带有双阳台,https://cd.ke.com/ershoufang/20010617710100105656.html,同善桥东街8号,https://cd.ke.com/xiaoqu/1610029103854166/,89.0,10293.8,高楼层(共7层)3室2厅,,3室2厅,86.46平米,南,12,2月前发布
1464,天盛壹电梯套一，精装修文殊院地铁口拎包入住,https://cd.ke.com/ershoufang/20010517710100204216.html,天盛壹中心,https://cd.ke.com/xiaoqu/3011053885843/,72.0,15000,低楼层(共31层),2008年建,1室1厅,48平米,西南,2,2月前发布
1465,标准车位，产权清晰，方便停车......,https://cd.ke.com/ershoufang/20010517710100202727.html,时代尊城,https://cd.ke.com/xiaoqu/1611041601162/,29.0,13955.7,地下室(共层)1室0厅,,1室0厅,20.78平米,南,0,2月前发布
1466,中铁西子香荷2室1厅东南,https://cd.ke.com/ershoufang/20010517710100200721.html,中铁西子香荷,https://cd.ke.com/xiaoqu/1611041555455/,230.0,26970,高楼层(共33层),2010年建,2室1厅,85.28平米,东南,1,2月前发布
1467,佳兆业次新房，婚房装修满二,https://cd.ke.com/ershoufang/20010517710100199421.html,佳兆业广场,https://cd.ke.com/xiaoqu/166988596260316/,160.0,19040.8,高楼层(共15层),2016年建,3室1厅,84.03平米,东南,15,2月前发布
1468,北斗星花园中楼层大套三西南朝向采光好,https://cd.ke.com/ershoufang/20010517710100198830.html,北斗星花园,https://cd.ke.com/xiaoqu/1611059035395/,225.0,15034.1,低楼层(共21层),2001年建,3室2厅,149.66平米,西南,14,2月前发布
1469,户型好，精装修带地暖，对中庭视野好，采光足,https://cd.ke.com/ershoufang/20010517710100197687.html,俊发时光俊园,https://cd.ke.com/xiaoqu/1611049464265/,215.0,23135.7,低楼层(共21层),2014年建,3室2厅,92.93平米,南,32,2月前发布
1470,中大君悦金沙七期君逸院2室2厅西南,https://cd.ke.com/ershoufang/20010517710100196719.html,中大君悦金沙七期君逸院,https://cd.ke.com/xiaoqu/1611047383909/,262.0,29705.2,低楼层(共23层),2014年建,2室2厅,88.2平米,西南,2,2月前发布
1471,香格里拉花园2室1厅东,https://cd.ke.com/ershoufang/20010517710100196234.html,香格里拉花园,https://cd.ke.com/xiaoqu/1611042981259/,188.0,21322.4,中楼层(共11层),2002年建,2室1厅,88.17平米,东,4,2月前发布
1472,铸信境界3室1厅东,https://cd.ke.com/ershoufang/20010517710100195026.html,铸信境界,https://cd.ke.com/xiaoqu/1611041556151/,300.0,33448.5,高楼层(共27层),2009年建,3室1厅,89.69平米,东,0,2月前发布
1473,二号线地铁口，电梯套二，带屋顶花园,https://cd.ke.com/ershoufang/20010517710100191934.html,清江花园,https://cd.ke.com/xiaoqu/3011055590061/,135.0,15517.2,高楼层(共18层),2003年建,2室1厅,87平米,西,8,2月前发布
1474,华润峰锦1室1厅东南,https://cd.ke.com/ershoufang/20010517710100191472.html,华润峰锦,https://cd.ke.com/xiaoqu/1611100874627/,75.0,15957.4,低楼层(共26层),2014年建,1室1厅,47平米,东南,0,2月前发布
1475,元益花园套三户型带装修看房方便,https://cd.ke.com/ershoufang/20010517710100190175.html,元益花园,https://cd.ke.com/xiaoqu/1611043140046/,116.0,20121.4,高楼层(共21层),2014年建,3室2厅,57.65平米,东,16,2月前发布
1476,金沙中大九期标准套二，有装修，带车位,https://cd.ke.com/ershoufang/20010517710100190517.html,中大君悦金沙九期君雅院,https://cd.ke.com/xiaoqu/1611064049025/,250.0,28077.3,中楼层(共32层),2017年建,2室1厅,89.04平米,西南,3,2月前发布
1477,外光华标准套三中间楼层对中庭采光通风好对中庭,https://cd.ke.com/ershoufang/20010517710100188779.html,清溪雅筑,https://cd.ke.com/xiaoqu/1611047819375/,128.0,14265,高楼层(共18层),2012年建,3室1厅,89.73平米,南,72,2月前发布
1478,小区带外墙砖，背靠电影院，户型好。,https://cd.ke.com/ershoufang/20010517710100186042.html,清江东路362号,https://cd.ke.com/xiaoqu/1613627182033989/,131.0,13025.8,中楼层(共7层),1995年建,2室1厅,100.57平米,南,0,2月前发布
1479,2000年商品房，精装修大套三，明厨名卫，小区可停车,https://cd.ke.com/ershoufang/20010517710100185247.html,锦江公寓(青羊),https://cd.ke.com/xiaoqu/3011053902632/,165.0,14729.5,中楼层(共7层),1999年建,3室1厅,112.02平米,东南,22,2月前发布
1480,攀钢苑，标准套二，采光好，居家装修，拎包入住。,https://cd.ke.com/ershoufang/20010517710100178822.html,攀钢苑,https://cd.ke.com/xiaoqu/1611041880861/,67.0,11551.7,高楼层(共7层),1995年建,2室1厅,58平米,南,4,2月前发布
1481,"燕沙庭院装修套三,带花园,户型方正",https://cd.ke.com/ershoufang/20010517710100171845.html,燕沙庭院,https://cd.ke.com/xiaoqu/1611043164828/,330.0,29234.6,低楼层(共6层),2006年建,3室2厅,112.88平米,东北,22,2月前发布
1482,橙花风景简单装修标准套二带阳台,https://cd.ke.com/ershoufang/20010517710100166275.html,橙花风景,https://cd.ke.com/xiaoqu/1611041554256/,195.0,21817,中楼层(共25层),2008年建,2室1厅,89.38平米,东,4,2月前发布
