,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
812,优品道央作标准套二，中庭位置，装修好,https://cd.ke.com/ershoufang/20021817710100101760.html,优品道央作,https://cd.ke.com/xiaoqu/1617976285998446/,251.0,29718.2,中楼层(共23层),2010年建,2室1厅,84.46平米,北,5,24天前发布
813,万家湾公交站旁，出行方便，精装套二,https://cd.ke.com/ershoufang/20021717710100121395.html,星立方,https://cd.ke.com/xiaoqu/1611063314652/,140.0,17870.8,高楼层(共19层),2016年建,2室2厅,78.34平米,北,7,25天前发布
814,海亮爱金沙小区环境舒适视野开阔,https://cd.ke.com/ershoufang/20021717710100120689.html,海亮爱金沙,https://cd.ke.com/xiaoqu/166967782812885/,123.0,18836.1,中楼层(共22层),2016年建,2室2厅,65.3平米,东,0,25天前发布
815,成都青羊万达广场1室0厅东南,https://cd.ke.com/ershoufang/20021717710100115766.html,成都青羊万达广场,https://cd.ke.com/xiaoqu/1611100040029/,59.0,11568.6,低楼层(共27层),2016年建,1室0厅,51平米,东南,1,25天前发布
816,青羊区内金沙，小户型电梯房出售，可出租自住,https://cd.ke.com/ershoufang/20021717710100115396.html,欧韵金沙,https://cd.ke.com/xiaoqu/1611049131458/,112.0,22603.4,低楼层(共15层),2013年建,1室1厅,49.55平米,西南西,0,25天前发布
817,青羊金沙区中间楼层无遮挡采光好,https://cd.ke.com/ershoufang/20021717710100115193.html,印象金沙,https://cd.ke.com/xiaoqu/1611041601731/,165.0,17785.9,中楼层(共12层),2007年建,3室1厅,92.77平米,西南西,1,25天前发布
818,正府街精装套一改套二品牌家电直接入住,https://cd.ke.com/ershoufang/20021717710100114029.html,SG珊顿道,https://cd.ke.com/xiaoqu/1611063132045/,145.0,27358.5,低楼层(共41层),2016年建,2室1厅,53平米,南北,17,25天前发布
819,成都花园上城4室2厅南,https://cd.ke.com/ershoufang/20021717710100113479.html,成都花园上城,https://cd.ke.com/xiaoqu/1611041601163/,530.0,25371,低楼层(共22层),2009年建,4室2厅,208.9平米,南,0,25天前发布
820,一环路西一段社科院中间楼层简单装修小区安静,https://cd.ke.com/ershoufang/20021717710100109756.html,四川省社会科学院,https://cd.ke.com/xiaoqu/1611061604116/,145.0,23428.7,中楼层(共5层),1996年建,3室1厅,61.89平米,东南,6,25天前发布
821,成都西站，青羊万达广场旁，89平米大套二,https://cd.ke.com/ershoufang/20021717710100108738.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,115.0,12906.8,低楼层(共18层),2012年建,2室1厅,89.1平米,东南,8,25天前发布
822,青羊区非遗博览园四号线幸福里套一,https://cd.ke.com/ershoufang/20021717710100105685.html,幸福里,https://cd.ke.com/xiaoqu/1620024832810187/,58.0,11779,高楼层(共10层)1室1厅,,1室1厅,49.24平米,东,0,25天前发布
823,天府公寓4室2厅东,https://cd.ke.com/ershoufang/20021717710100103739.html,天府公寓,https://cd.ke.com/xiaoqu/3011053810263/,160.0,8575.4,高楼层(共16层),2001年建,4室2厅,186.58平米,东,18,25天前发布
824,天府公寓4室2厅南,https://cd.ke.com/ershoufang/20021717710100103239.html,天府公寓,https://cd.ke.com/xiaoqu/3011053810263/,160.0,8575.4,高楼层(共16层),2001年建,4室2厅,186.58平米,南,12,25天前发布
825,青羊区中坝地铁口鹏瑞利旁光华杏林优质套一,https://cd.ke.com/ershoufang/20021717710100102287.html,光华杏林,https://cd.ke.com/xiaoqu/1611041605688/,69.0,12830,高楼层(共21层),2010年建,1室1厅,53.78平米,南,11,25天前发布
826,西城花园3室2厅南北,https://cd.ke.com/ershoufang/20021717710100101455.html,西城花园,https://cd.ke.com/xiaoqu/1611043116205/,218.0,16262.6,低楼层(共7层),2003年建,3室2厅,134.05平米,南北,7,25天前发布
827,此房装修保养好，业主诚心卖，采光好。对中庭。,https://cd.ke.com/ershoufang/20021617710100123110.html,俊发时光俊园,https://cd.ke.com/xiaoqu/1611049464265/,238.5,21880.7,低楼层(共21层),2014年建,3室1厅,109平米,东,9,26天前发布
828,保利金香槟套二改套三精装修朝南,https://cd.ke.com/ershoufang/20021617710100121562.html,保利金香槟,https://cd.ke.com/xiaoqu/1611043451443/,190.0,21286.1,低楼层(共18层),2012年建,2室2厅,89.26平米,西南,6,26天前发布
829,府南新区跃层套三简单装修朝向好无遮挡,https://cd.ke.com/ershoufang/20021617710100120227.html,天鹅星座,https://cd.ke.com/xiaoqu/1611043005710/,238.0,15917.6,中楼层(共11层),2002年建,3室2厅,149.52平米,南,6,26天前发布
830,标准套三，户型方正，高楼层，采光好,https://cd.ke.com/ershoufang/20021617710100119528.html,天府公寓,https://cd.ke.com/xiaoqu/3011053810263/,170.0,12699.8,高楼层(共16层),2001年建,3室1厅,133.86平米,东,1,26天前发布
831,上翔街21号2室1厅南北,https://cd.ke.com/ershoufang/20021617710100118632.html,上翔街21号,https://cd.ke.com/xiaoqu/1620028733208745/,150.0,32010.2,高楼层(共6层),1985年建,2室1厅,46.86平米,南北,10,26天前发布
832,顶跃精装带屋顶花园，房东诚心出售。,https://cd.ke.com/ershoufang/20021617710100116278.html,中华家园西区,https://cd.ke.com/xiaoqu/1611055688204/,389.0,21977.4,中楼层(共6层),2004年建,4室1厅,177平米,南,13,26天前发布
833,简约装修风格，套二！近地铁四号线青羊万达,https://cd.ke.com/ershoufang/20021617710100113038.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,108.0,13012,中楼层(共18层),2012年建,2室2厅,83平米,西南西,25,26天前发布
834,西门万达旁，精装套一，带全新家具家电，业主诚心出售,https://cd.ke.com/ershoufang/20021617710100111586.html,锦绣光华,https://cd.ke.com/xiaoqu/1611041618340/,76.8,14222.2,低楼层(共20层),2010年建,1室1厅,54平米,东,0,26天前发布
835,标准套三，前后对中庭，花园小区，物业很棒。,https://cd.ke.com/ershoufang/20021617710100110090.html,碧华邻,https://cd.ke.com/xiaoqu/1611041574805/,350.0,24542.5,中楼层(共11层),2007年建,3室2厅,142.61平米,南,2,26天前发布
836,人民公园旁低楼层套二明厨明卫客厅带阳台配套完善,https://cd.ke.com/ershoufang/20021617710100109661.html,文庙西街31号,https://cd.ke.com/xiaoqu/1620021812733189/,115.0,14514.7,低楼层(共6层),1996年建,2室1厅,79.23平米,西南,9,26天前发布
837,光华美邻电梯套三居家装修不临街明厨明卫采光好,https://cd.ke.com/ershoufang/20021617710100109514.html,光华美邻,https://cd.ke.com/xiaoqu/1611041788645/,265.0,25660.9,高楼层(共18层),2007年建,3室1厅,103.27平米,东北,4,26天前发布
838,花套二的钱买到套四还带楼顶花园你不看看？,https://cd.ke.com/ershoufang/20021617710100106330.html,横四道街2号,https://cd.ke.com/xiaoqu/1611099875881/,212.0,19022,高楼层(共7层),1996年建,4室1厅,111.45平米,南,3,26天前发布
839,标准套一户型方正中间楼层，采光不错,https://cd.ke.com/ershoufang/20021617710100106185.html,世纪太升,https://cd.ke.com/xiaoqu/1611061034574/,76.6,9508.4,中楼层(共20层),2001年建,1室1厅,80.56平米,东北,2,26天前发布
840,金沙愉景一期3室2厅东南,https://cd.ke.com/ershoufang/20021617710100105836.html,金沙愉景一期,https://cd.ke.com/xiaoqu/1611041616877/,240.8,18678.3,中楼层(共6层),2007年建,3室2厅,128.92平米,东南,0,26天前发布
841,听城2室2厅东南,https://cd.ke.com/ershoufang/20021617710100105420.html,听城,https://cd.ke.com/xiaoqu/1611041809534/,190.0,22498.5,低楼层(共25层),2009年建,2室2厅,84.45平米,东南,0,26天前发布
842,西三环内贝森园套三清水房,https://cd.ke.com/ershoufang/20021517710100122867.html,贝森园,https://cd.ke.com/xiaoqu/1611041814172/,110.0,10703.5,高楼层(共7层),2000年建,3室1厅,102.77平米,南,2,27天前发布
843,青羊区苏坡东路精装电梯房套一,https://cd.ke.com/ershoufang/20021517710100120985.html,乐摩筑,https://cd.ke.com/xiaoqu/1611041620915/,90.0,14885.9,中楼层(共26层),2010年建,1室1厅,60.46平米,南西,1,27天前发布
844,冠城花园二期标准套四带保姆间居家装修,https://cd.ke.com/ershoufang/20021517710100118555.html,冠城花园二期,https://cd.ke.com/xiaoqu/1611060142239/,380.0,21893.2,高楼层(共19层),2002年建,5室2厅,173.57平米,西南,9,27天前发布
845,浣花南路218号2室1厅东南,https://cd.ke.com/ershoufang/20021517710100118492.html,浣花南路218号,https://cd.ke.com/xiaoqu/1611058725216/,195.0,25174.3,中楼层(共5层),2003年建,2室1厅,77.46平米,东南,8,27天前发布
846,一环边办公楼，使用面积大，小区安静，采光好。,https://cd.ke.com/ershoufang/20021517710100117864.html,颐景园,https://cd.ke.com/xiaoqu/1611041828213/,330.0,13127.5,中楼层(共7层),2003年建,5室0厅,251.38平米,南,0,27天前发布
847,清水河畔标准套二诚心出售户型方正采光充足,https://cd.ke.com/ershoufang/20021517710100117528.html,清水河畔,https://cd.ke.com/xiaoqu/1611041558279/,100.0,13157.9,中楼层(共23层),2008年建,2室1厅,76平米,南北,11,27天前发布
848,锦桂苑2室1厅南,https://cd.ke.com/ershoufang/20021517710100114346.html,锦桂苑,https://cd.ke.com/xiaoqu/1611041843351/,99.0,13050.4,中楼层(共7层),1999年建,2室1厅,75.86平米,南,3,27天前发布
849,人民中路园林式小区明厨明卫朝南一居出售,https://cd.ke.com/ershoufang/20021517710100111011.html,上河新城,https://cd.ke.com/xiaoqu/3011053889173/,56.0,13909.6,低楼层(共7层),2005年建,1室1厅,40.26平米,东南,10,27天前发布
850,清水路苑简装套二，户型方正，采光好，中庭位置,https://cd.ke.com/ershoufang/20021517710100108223.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,120.0,13636.4,高楼层(共18层),2012年建,2室2厅,88平米,南,1,27天前发布
851,房满两年，对中庭，采光好，带大阳台，有装修视野好！,https://cd.ke.com/ershoufang/20021517710100105198.html,元益花园,https://cd.ke.com/xiaoqu/1611043140046/,70.0,17948.7,低楼层(共21层),2014年建,1室1厅,39平米,北,2,27天前发布
852,多层顶跃带花园住家装修有花园看房方便,https://cd.ke.com/ershoufang/20021517710100104520.html,水木光华,https://cd.ke.com/xiaoqu/1611041807591/,210.0,16828.3,高楼层(共6层),2004年建,3室1厅,124.79平米,东南,3,27天前发布
853,光华馨地2室1厅北,https://cd.ke.com/ershoufang/20021417710100126958.html,光华馨地,https://cd.ke.com/xiaoqu/1611041580934/,126.0,15677.5,低楼层(共11层),2006年建,2室1厅,80.37平米,北,0,28天前发布
854,光华岁月一期中等装修套二，带花园,https://cd.ke.com/ershoufang/20021417710100126761.html,光华岁月一期,https://cd.ke.com/xiaoqu/1611044611253/,230.0,21296.3,低楼层(共6层),2006年建,2室1厅,108平米,东南,5,28天前发布
855,建发金沙里套一，高楼层，带阳台，采光好，精装修,https://cd.ke.com/ershoufang/20021417710100126129.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,55.0,11956.5,高楼层(共32层),2012年建,1室0厅,46平米,东南,0,28天前发布
856,金沙揽胜一期不临街跃层户型居家装修,https://cd.ke.com/ershoufang/20021417710100123942.html,金沙揽胜一期,https://cd.ke.com/xiaoqu/1611041619421/,128.0,29506.7,低楼层(共7层),2007年建,2室1厅,43.38平米,北,22,28天前发布
857,青羊区草市街电梯小高层跃层精装,https://cd.ke.com/ershoufang/20021417710100123410.html,正成香域,https://cd.ke.com/xiaoqu/1611059036836/,188.0,34457.5,高楼层(共6层),2005年建,2室2厅,54.56平米,东南,3,28天前发布
858,大面积单价低中间楼层通透户型,https://cd.ke.com/ershoufang/20021417710100123328.html,清水河畔,https://cd.ke.com/xiaoqu/1611041558279/,165.0,13933.5,中楼层(共23层),2008年建,3室2厅,118.42平米,南,1,28天前发布
859,不临街无遮挡采光好交通便利带电梯明厨明卫,https://cd.ke.com/ershoufang/20021417710100115474.html,光华馨地,https://cd.ke.com/xiaoqu/1611041580934/,131.0,15686.7,中楼层(共11层),2006年建,2室2厅,83.51平米,东,2,28天前发布
860,朗基龙堂精装标准套三，对中庭，双面采光。,https://cd.ke.com/ershoufang/20021417710100114347.html,朗基龙堂,https://cd.ke.com/xiaoqu/1611041619788/,249.0,26416.3,低楼层(共27层),2010年建,3室2厅,94.26平米,东西,34,28天前发布
861,大套三，中间楼层，采光好，带大阳台，视野开阔.,https://cd.ke.com/ershoufang/20021417710100114256.html,光华杏林,https://cd.ke.com/xiaoqu/1611041605688/,200.0,16966.4,中楼层(共21层),2010年建,3室1厅,117.88平米,南,4,28天前发布
862,香格里拉花园3室1厅西,https://cd.ke.com/ershoufang/20021417710100113712.html,香格里拉花园,https://cd.ke.com/xiaoqu/1611042981259/,220.0,20370.4,低楼层(共11层),2002年建,3室1厅,108平米,西,7,28天前发布
863,天合凯旋城3室1厅东,https://cd.ke.com/ershoufang/20021417710100113258.html,天合凯旋城,https://cd.ke.com/xiaoqu/1611041583632/,330.0,26612.9,低楼层(共31层),2008年建,3室1厅,124平米,东,3,28天前发布
864,天邑花园中庭向阳电梯高楼层平层3室2厅2卫生间,https://cd.ke.com/ershoufang/20021417710100113533.html,天邑花园,https://cd.ke.com/xiaoqu/1611041583927/,229.0,17260.9,高楼层(共11层),2008年建,3室2厅,132.67平米,东南,17,28天前发布
865,光华苑二期多层标准套二，采光好,https://cd.ke.com/ershoufang/20021417710100112830.html,光华苑二期,https://cd.ke.com/xiaoqu/3011056025911/,98.0,12927.1,高楼层(共7层),1998年建,2室1厅,75.81平米,南北,11,28天前发布
866,红墙巷房屋出售，街道干净整洁，装修保养良好,https://cd.ke.com/ershoufang/20021417710100105711.html,红墙巷36号,https://cd.ke.com/xiaoqu/1620025876362025/,118.0,20000,中楼层(共5层),1990年建,2室1厅,59平米,东南,8,28天前发布
867,凯德风尚1室0厅南,https://cd.ke.com/ershoufang/20021417710100103745.html,凯德风尚,https://cd.ke.com/xiaoqu/1611043174238/,12.0,3627.6,地下室(共1层)1室0厅,,1室0厅,33.08平米,南,0,28天前发布
868,万科金色领域4室2厅南,https://cd.ke.com/ershoufang/20021417710100101241.html,万科金色领域,https://cd.ke.com/xiaoqu/1611044699628/,300.0,23809.5,高楼层(共24层),2012年建,4室2厅,126平米,南,0,28天前发布
869,房简单装修，有阳台，安静。户型方正有装修。,https://cd.ke.com/ershoufang/20021417710100100528.html,左右,https://cd.ke.com/xiaoqu/1611041556995/,72.0,11803.3,中楼层(共25层),2010年建,2室1厅,61平米,南,0,28天前发布
870,此房户型通透，视野好，临河，看河景，带入户,https://cd.ke.com/ershoufang/20021317710100124875.html,天合凯旋天际湾,https://cd.ke.com/xiaoqu/1611044806458/,340.0,40000,低楼层(共35层),2011年建,2室2厅,85平米,东,0,29天前发布
871,SG珊顿道1室1厅东南,https://cd.ke.com/ershoufang/20021317710100122720.html,SG珊顿道,https://cd.ke.com/xiaoqu/1611063132045/,140.0,26743.1,中楼层(共41层),2016年建,1室1厅,52.35平米,东南,10,29天前发布
872,置信丽都玉园领邸1室0厅东东南,https://cd.ke.com/ershoufang/20021317710100122814.html,置信丽都玉园领邸,https://cd.ke.com/xiaoqu/1611048020203/,13.8,3099,地下室(共1层),2007年建,1室0厅,44.53平米,东东南,0,29天前发布
873,青羊区内金沙次新小区，客厅对别墅。有车位价格另计,https://cd.ke.com/ershoufang/20021317710100121899.html,欧韵金沙,https://cd.ke.com/xiaoqu/1611049131458/,215.0,25055.4,高楼层(共18层),2013年建,2室2厅,85.81平米,南,1,29天前发布
874,成都花园上城朝南三房中庭不临街,https://cd.ke.com/ershoufang/20021317710100118834.html,成都花园上城,https://cd.ke.com/xiaoqu/1611041601163/,275.0,26531.6,中楼层(共22层),2008年建,3室1厅,103.65平米,南,25,29天前发布
875,万科金色领域2室1厅东,https://cd.ke.com/ershoufang/20021317710100116955.html,万科金色领域,https://cd.ke.com/xiaoqu/1611044699628/,165.0,20423.3,中楼层(共24层),2012年建,2室1厅,80.79平米,东,2,29天前发布
876,成都西门二环内小面积低总价购房无压力,https://cd.ke.com/ershoufang/20021317710100109132.html,澄江街5号,https://cd.ke.com/xiaoqu/1611058525631/,62.0,14994,高楼层(共7层),1998年建,1室2厅,41.35平米,南,0,29天前发布
877,西门2.5环保利精装跃层！！！,https://cd.ke.com/ershoufang/20021317710100107480.html,保利贝森公馆,https://cd.ke.com/xiaoqu/1611047088028/,590.0,31376.3,低楼层(共29层),2013年建,4室2厅,188.04平米,南,7,29天前发布
878,标准负一楼产权车位出售子母车位！！！就在电梯口！,https://cd.ke.com/ershoufang/20021317710100106859.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,14.0,3246.8,地下室(共1层),2016年建,1室0厅,43.12平米,南,0,29天前发布
879,全南户型客厅卧室双阳台对中庭安静中间楼层,https://cd.ke.com/ershoufang/20021317710100105613.html,元益花园,https://cd.ke.com/xiaoqu/1611043140046/,145.0,16921.5,中楼层(共21层),2014年建,2室2厅,85.69平米,南,2,29天前发布
880,齐力碧水湾2室1厅南,https://cd.ke.com/ershoufang/20021317710100104895.html,齐力碧水湾,https://cd.ke.com/xiaoqu/1611041579253/,220.0,25572.5,低楼层(共18层),2007年建,2室1厅,86.03平米,南,2,29天前发布
